OTU	fungi.Grass.BOGR.1	fungi.mock2	fungi.Ecotone.LATR.8	fungi.SPEGAR.PLJA.4B	fungi.SPEGAR.BOER.4A	fungi.Ecotone.PLJA.8	fungi.Ecotone.PLJA.1	fungi.SPEGAR.PLJA.3A	fungi.Grass.BOER.4	fungi.SPEGAR.ARPU.2A	fungi.SPEGAR.PLJA.2B	fungi.Grass.BOER.7	fungi.SPEGAR.BOER.1A	fungi.SPEGAR.BOGR.3B	fungi.Ecotone.LATR.5	fungi.SPEGAR.BOER.2B	fungi.Grass.PLJA.6	fungi.Shrub.LATR.8	fungi.SPEGAR.PLJA.1A	fungi.SPEGAR.BOER.4B	fungi.Grass.BOGR.7	fungi.Ecotone.BOER.4	fungi.Ecotone.BOER.7	fungi.Ecotone.PLJA.5	fungi.Ecotone.LATR.4	fungi.SPEGAR.ARPU.1A	fungi.SPEGAR.BOGR.2B	fungi.SPEGAR.BOGR.1B	fungi.SPEGAR.ARPU.1B	fungi.Grass.PLJA.5	fungi.Grass.PLJA.1	fungi.Grass.BOGR.4	fungi.SPEGAR.ARPU.4A	fungi.Ecotone.PLJA.3	fungi.Shrub.LATR.3	fungi.Grass.BOGR.5	fungi.SPEGAR.PLJA.4A	fungi.SPEGAR.BOER.2A	fungi.Ecotone.BOER.3	fungi.Ecotone.BOER.8	fungi.Ecotone.LATR.6	fungi.Grass.BOER.6	fungi.Grass.PLJA.2	fungi.Shrub.LATR.7	fungi.Shrub.LATR.5	fungi.SPEGAR.ARPU.3B	fungi.SPEGAR.BOER.1B	fungi.Grass.BOER.5	fungi.Ecotone.LATR.2	fungi.SPEGAR.BOGR.4B	fungi.Ecotone.LATR.3	fungi.SPEGAR.ARPU.2B	fungi.Shrub.LATR.6	fungi.Ecotone.BOER.2	fungi.Ecotone.LATR.7	fungi.Ecotone.PLJA.7	fungi.SPEGAR.ARPU.4B	fungi.SPEGAR.BOGR.3A	fungi.SPEGAR.PLJA.3B	fungi.Grass.BOGR.3	fungi.Shrub.LATR.2	fungi.SPEGAR.PLJA.2A	fungi.Shrub.LATR.4	fungi.Ecotone.BOER.1	fungi.Ecotone.BOER.5	fungi.Grass.PLJA.7	fungi.SPEGAR.BOER.3B	fungi.Grass.BOER.2	fungi.SPEGAR.BOGR.2A	fungi.Grass.BOGR.8	fungi.Grass.BOGR.6	fungi.Ecotone.BOER.6	fungi.Grass.PLJA.8	fungi.SPEGAR.PLJA.1B	fungi.Grass.BOGR.2	fungi.mock1	fungi.Grass.BOER.8	fungi.Grass.PLJA.3	fungi.SPEGAR.BOGR.4A	fungi.Shrub.LATR.1	fungi.SPEGAR.BOGR.1A	fungi.Grass.BOER.3	fungi.Ecotone.LATR.1	fungi.Ecotone.PLJA.6	fungi.Ecotone.PLJA.2	fungi.Grass.BOER.1	fungi.SPEGAR.BOER.3A	fungi.Ecotone.PLJA.4	fungi.Grass.PLJA.4	fungi.SPEGAR.ARPU.3A	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
OTU120	0	0	0	2.253739166	0	0	0	0	2.516787072	0	0	2.757984061	0	2.73864174	0	0	0	0	0	0	0	0	2.508322536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.93276712	0	0	0	0	0	0	0	2.198435809	0	0	2.323402035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7839874	0	2.262507377	0	0	0	0	2.443763234	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.9700),c:Dothideomycetes(0.9600),o:Pleosporales(0.1500),f:Sporormiaceae(0.1300),g:Preussia(0.0200),s:Toninia_physaroides_SH526329.07FU(0.0100)"	Toninia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU452	0	0	0	2.253739166	0	0	0	0	0	0	0	0	0	0	6.389494868	0	0	7.74857575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.926247493	0	0	0	0	0	0	0	0	7.297847318	0	0	0	0	0	0	0	0	7.804204176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.262507377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.6600),c:Dothideomycetes(0.6400),o:Pleosporales(0.6200),f:Phaeosphaeriaceae(0.4500),g:Septoriella(0.2600),s:Septoriella_hirta_SH182993.07FU(0.1900)"	-	-	-	-	-	-	-	Unassigned	-
OTU830	0	0	0	0	0	0	0	2.338785316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.999496345	0	6.452573779	0	0	0	0	0	0	0	0	0	5.294688935	0	0	0	0	0	0	2.71444717	0	0	5.883276093	0	0	0	0	0	0	0	4.526362132	0	0	0	0	0	2.445973725	0	5.926166664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.9800),c:Dothideomycetes(0.8300),o:Pleosporales(0.6300),f:Lobariaceae(0.0500),g:Toninia(0.0500),s:Toninia_physaroides_SH526329.07FU(0.0500)"	Toninia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU956	0	0	0	0	0	0	5.39458363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.975053518	0	0	0	2.086116274	0	2.048389678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.514243995	0	0	5.817153701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.821658614	0	0	0	0	0	0	0	0	0	0	5.915514119	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(1.0000),c:Sordariomycetes(1.0000),o:Sordariales(1.0000),f:Chaetomiaceae(0.9800),g:Zopfiella(0.9800)"	-	-	-	-	-	-	-	Unassigned	-
OTU421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.010452608	0	0	0	0	0	0	0	0	8.718055617	0	0	2.194643147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.742165258	0	0	0	0	0	0	0	0	0	6.52705343	0	0	0	0	0	0	5.341624317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.9400),c:Lecanoromycetes(0.3800),o:Lecanorales(0.3700),f:Ramalinaceae(0.3400),g:Toninia(0.2700),s:Toninia_physaroides_SH526329.07FU(0.2700)"	Toninia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU1617	0	0	0	0	0	0	0	0	0	0	0	0	0	4.481088906	0	0	0	0	4.043508307	0	0	0	0	0	0	0	0	0	0	0	0	2.744774742	0	0	0	0	0	0	0	4.522990075	0	0	0	0	0	0	0	0	0	0	0	0	4.826640501	0	0	0	0	0	3.158781659	0	4.97990066	0	0	0	0	0	0	0	0	0	0	0	0	3.526657856	0	0	0	0	5.130615609	0	3.023423719	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(0.6400),c:Agaricomycetes(0.6300),o:Agaricales(0.2200),f:Clavulinaceae(0.1400),g:Clavulina(0.1100),s:Magnaporthe_oryzae_SH487705.07FU(0.0500)"	Magnaporthe	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	Species in this genus cause rice blast and take-all; Usually necrotrophic on roots (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688'
OTU190	0	11.86102701	0	0	0	0	0	0	0	0	0	0	0	0	0	4.241947285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.523117278	2.363648389	0	0	0	0	0	0	2.443189063	0	0	0	0	2.365578865	0	2.371426436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.25496656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(1.0000),c:Sordariomycetes(1.0000),o:Xylariales(1.0000),f:Xylariaceae(1.0000)"	-	-	-	-	-	-	-	Unassigned	-
OTU214	0	0	0	0	2.508322536	0	2.281955134	0	0	0	2.783833148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.645475258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.22147898	0	0	0	0	0	0	2.169376175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.033583367	6.643818251	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(0.9800),c:Agaricomycetes(0.9800),o:Agaricales(0.9600),f:Stephanosporaceae(0.9500),g:Lindtneria(0.0800),s:Lindtneria_flava_SH525516.07FU(0.0300)"	Lindtneria	13	Saprotroph	Wood Saprotroph	Corticioid	White Rot	Probable	NULL	b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo; Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (not ECM).'
OTU434	0	0	0	0	5.392434067	0	0	0	0	0	0	0	0	7.348649158	0	6.551724079	0	0	5.187922434	2.836715939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.75845941	0	0	0	0	2.169376175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.9500),c:Sordariomycetes(0.9100),o:Sordariales(0.7300),f:Chaetomiaceae(0.6200),g:Chaetomium(0.2000),s:Chaetomium_brasiliense_SH195310.07FU(0.2000)"	Chaetomium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Possible	Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926'
OTU2497	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23798743	0	0	0	0	2.481850945	2.836715939	0	0	2.508322536	0	0	2.806210628	3.040898173	2.524827526	3.30058373	2.958469417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6564344	0	2.835596027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.900601158	0	0	0	0	0	0	0	0	0	0	0	2.737137477	0	0	2.350999116	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(1.0000),c:Dothideomycetes(1.0000),o:Pleosporales(1.0000),f:Pleosporaceae(0.8700),g:Alternaria(0.8300),s:Alternaria_tellustris_SH216786.07FU(0.3200)"	Alternaria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Possible	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:125688'
OTU4855	0	0	5.131496172	0	0	0	0	0	0	0	4.181357719	0	4.890650599	0	0	0	0	0	3.654218714	3.790667052	0	0	0	0	0	0	5.230382164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.365578865	0	0	0	0	0	0	0	0	0	0	5.291443505	0	0	0	0	0	0	0	0	0	5.506236565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(1.0000),c:Eurotiomycetes(1.0000),o:Eurotiales(1.0000),f:Trichocomaceae(0.8600),g:Talaromyces(0.8600),s:Talaromyces_sayulitensis_SH413553.07FU(0.4800)"	Talaromyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU2352	0	0	2.338608351	0	0	0	0	0	0	0	0	0	0	0	0	2.424563657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.758752265	0	0	0	0	0	0	0	0	0	0	12.29361396	6.598188207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.300545858	0	0	0	0	0	0	0	0	0	0	0	0	2.646233197	0	0	0	0	0	0	0	0	0	0	0	0	2.657177521	0	"d:Fungi(1.0000),p:Ascomycota(1.0000),c:Dothideomycetes(0.8600),o:Pleosporales(0.5700),f:Pleosporales_fam_Incertae_sedis(0.0900),g:Subplenodomus(0.0900),s:Subplenodomus_apiicola_SH207666.07FU(0.0900)"	Subplenodomus	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.900203627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.48578884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.577953089	0	0	0	0	0	0	0	0	4.463812519	2.646548042	0	5.973640501	5.098723473	0	0	0	0	0	0	0	3.673630332	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.9900),c:Sordariomycetes(0.5100),o:Sordariales(0.5100),f:Ascomycota_fam_Incertae_sedis(0.4800),g:Retroconis(0.4800),s:Retroconis_fusiformis_SH195334.07FU(0.4800)"	-	-	-	-	-	-	-	Unassigned	-
OTU879	0	0	0	0	0	0	0	0	0	0	0	0	0	4.576312123	0	0	0	0	4.144302301	0	0	0	0	0	0	0	4.422758941	2.799423431	0	0	0	0	0	0	0	0	0	5.108735393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.666495131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.981975839	0	0	0	0	0	0	0	3.827685234	0	0	5.043411612	"d:Fungi(1.0000),p:Basidiomycota(0.9800),c:Pucciniomycetes(0.9700),o:Pucciniales(0.9700),f:Pucciniaceae(0.9400),g:Uromyces(0.9100),s:Uromyces_pisi-sativi_SH194772.07FU(0.7000)"	Uromyces	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)'
OTU4087	3.351168538	0	0	0	0	2.513050455	0	0	3.295414747	0	0	3.25922252	0	0	0	0	0	0	0	0	3.827685234	0	0	0	0	0	0	0	0	0	3.494369334	3.244720692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.664578781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.610038523	0	0	0	0	0	0	0	0	4.004884866	0	0	0	0	0	0	2.795951699	0	0	0	0	0	0	3.457751321	0	"d:Fungi(1.0000),p:Glomeromycota(1.0000),c:Glomeromycetes(1.0000),o:Glomerales(1.0000),f:Glomeraceae(1.0000),g:Funneliformis(0.0500),s:Funneliformis_xanthium_SH212917.07FU(0.0100)"	Funneliformis	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'
OTU710	0	0	0	0	0	0	0	4.745447304	0	3.455194376	0	0	3.677327298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.194643147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.607756163	0	0	0	8.539552496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.615386229	0	0	0	3.066150315	0	0	0	0	0	0	0	3.882034332	0	3.673630332	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.8800),c:Sordariomycetes(0.2400),o:Hypocreales(0.1800),f:Ramalinaceae(0.1300),g:Toninia(0.1300),s:Toninia_physaroides_SH526329.07FU(0.1300)"	Toninia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.424563657	0	0	0	0	0	0	3.836045792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.853203646	0	0	0	0	0	0	0	0	0	0	0	0	0	12.04167856	0	0	0	0	0	0	0	0	0	4.347264303	0	0	0	0	3.928717555	0	3.256875551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.657177521	0	"d:Fungi(1.0000),p:Ascomycota(0.8300),c:Sordariomycetes(0.3900),o:Xylariales(0.2200),f:Ramalinaceae(0.1500),g:Toninia(0.1500),s:Toninia_physaroides_SH526329.07FU(0.1500)"	Toninia	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)'
OTU132	0	0	0	0	0	0	0	0	2.516787072	0	0	0	0	0	0	0	0	0	2.481850945	14.52454221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.666495131	0	0	0	0	0	0	0	0	2.3582801	0	0	2.582079002	0	2.755846235	2.262507377	0	0	0	0	2.443763234	0	2.281173526	0	0	0	0	0	0	2.39077057	0	0	"d:Fungi(1.0000),p:Basidiomycota(1.0000),c:Agaricomycetes(1.0000),o:Agaricales(1.0000),f:Agaricaceae(0.9800),g:Lepiota(0.9700),s:Lepiota_farinolens_SH029755.07FU(0.8500)"	Lepiota	13	Saprotroph	Soil Saprotroph	Agaricoid	NULL	Probable	NULL	b'Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; Tedersoo L, et al. 2014. Science 346:1256688'
OTU1834	3.351168538	0	2.799774199	0	0	2.075283473	0	0	0	0	0	0	0	0	0	0	0	3.076670799	0	0	3.827685234	0	0	0	0	0	0	0	0	0	0	0	0	4.416451264	0	3.482792682	0	0	0	0	0	0	0	0	2.443189063	0	0	0	0	0	0	2.371426436	0	3.501098791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.755846235	0	0	0	0	0	0	0	0	0	0	2.350999116	0	0	0	0	2.657177521	0	"d:Fungi(0.9900),p:Chytridiomycota(0.6000),c:Rhizophydiomycetes(0.6000),o:Rhizophydiales(0.6000),f:Globomycetaceae(0.5500),g:Globomyces(0.5500),s:Acaulospora_spinosissima_SH211396.07FU(0.1100)"	Acaulospora	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'
OTU975	0	0	0	0	0	0	6.488950009	0	0	0	0	0	0	0	0	0	2.173999356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.445542919	4.184092469	0	0	0	6.278320093	0	0	0	0	0	0	0	0	0	0	0	7.12649168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.394340428	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.7800),c:Sordariomycetes(0.7000),o:Xylariales(0.4300),f:Coniocessiaceae(0.3200),g:Coniocessia(0.3200),s:Coniocessia_maxima_SH220668.07FU(0.1900)"	Coniocessia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU301	0	0	4.82645261	0	0	4.699667856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.328004308	5.072800238	0	0	0	0	12.18413522	0	0	0	0	0	0	0	0	0	4.209908988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.695481347	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(0.8900),c:Sordariomycetes(0.3500),o:Pleosporales(0.2900),f:Xylariales_fam_Incertae_sedis(0.1300),g:Hansfordia(0.1300),s:Hansfordia_pulvinata_SH212635.07FU(0.1300)"	Hansfordia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU4348	3.047425232	0	0	0	0	0	0	0	2.994576949	0	0	0	0	0	0	0	2.173999356	0	0	0	0	0	0	2.340262344	0	0	3.569260897	0	0	2.048389678	0	2.744774742	0	0	0	0	0	0	0	0	0	2.602132466	0	0	0	0	0	0	0	2.365578865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.646548042	0	0	0	0	0	0	2.570373376	0	0	0	0	0	0	4.804761147	0	0	2.622847012	2.39077057	0	0	"d:Fungi(1.0000),p:Glomeromycota(1.0000),c:Glomeromycetes(1.0000),o:Glomerales(1.0000),f:Glomeraceae(1.0000)"	-	-	-	-	-	-	-	Unassigned	-
OTU270	0	0	0	0	0	0	0	0	0	0	0	3.25922252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.04847214	2.371426436	0	11.2417224	0	0	2.835484717	0	0	0	0	0	0	0	0	0	0	0	6.329926194	0	0	0	0	0	0	0	0	0	0	0	0	2.795951699	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(0.9900),c:Agaricomycetes(0.9900),o:Agaricales(0.9900),f:Psathyrellaceae(0.7700),g:Psathyrella(0.6900),s:Psathyrella_corrugis_SH220355.07FU(0.4400)"	Psathyrella	13	Saprotroph	Wood Saprotroph	Agaricoid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU3611	0	0	0	0	0	0	0	0	0	6.867194519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.756441858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.474391474	0	0	0	0	0	0	6.019332945	0	0	0	0	0	0	0	4.160783731	0	7.947783837	0	0	0	0	0	0	2.646233197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Ascomycota(1.0000),c:Leotiomycetes(0.3600),o:Helotiales(0.3600),f:Rutstroemiaceae(0.3500)"	-	-	-	-	-	-	-	Unassigned	-
OTU2045	0	0	2.338608351	0	0	0	0	0	0	0	0	0	0	0	0	0	2.900189257	0	0	0	0	0	0	0	2.330774884	0	0	0	0	0	0	3.791541975	0	0	0	2.678839159	0	0	3.237271277	0	0	0	2.360094401	0	0	3.431517513	0	0	0	0	0	0	0	0	0	0	0	0	0	4.363314674	0	0	0	4.791641404	0	0	0	3.112309628	0	0	0	0	0	0	0	0	0	3.425906275	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(0.5400),c:Agaricomycetes(0.5100),o:Agaricales(0.2500),f:Boletaceae(0.0800),g:Entoloma(0.0700),s:Entoloma_sphagneti_SH174929.07FU(0.0700)"	Entoloma	13	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph	Agaricoid	NULL	Possible	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/(not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html (ECM/(not ECM)'
OTU4376	0	0	0	0	0	0	6.062723889	0	0	3.283116139	0	0	0	0	0	0	0	0	0	2.372452082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.774007	0	0	0	0	0	0	0	0	0	0	0	0	0	8.314815778	0	0	0	0	0	0	0	8.615014934	0	0	0	0	0	0	0	0	0	0	0	3.337875271	0	0	0	0	0	"d:Fungi(1.0000),p:Basidiomycota(0.9900),c:Agaricomycetes(0.9900),o:Agaricales(0.9900),f:Crepidotaceae(0.9800),g:Crepidotus(0.9800)"	-	-	-	-	-	-	-	Unassigned	-
OTU430	0	0	0	0	0	0	0	8.629379391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.508322536	0	0	0	8.582900351	3.985779055	0	0	0	3.791541975	0	0	0	0	0	0	0	0	0	0	0	0	0	6.242658209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.615386229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39077057	0	0	"d:Fungi(1.0000),p:Glomeromycota(0.9000),c:Glomeromycetes(0.7700),o:Glomerales(0.7700),f:Glomeraceae(0.7500),g:Dominikia(0.3000),s:Claroideoglomus_claroideum_SH209003.07FU(0.0200)"	Claroideoglomus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:1256688'
OTU2966	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23798743	0	4.241947285	0	0	2.481850945	0	0	0	0	0	0	3.312160401	2.559051385	0	3.132867017	0	0	0	0	0	0	0	0	5.010184898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.344284728	0	0	0	0	0	0	0	0	0	2.615386229	0	3.415699106	0	0	0	0	2.716794637	0	0	0	0	0	0	0	0	0	0	0	0	2.622847012	0	0	0	d:Fungi(1.0000)	-	-	-	-	-	-	-	Unassigned	-
OTU1190	0	0	0	3.746676147	0	0	0	5.687295395	0	0	0	0	0	4.12490321	0	0	0	0	3.802758001	0	0	0	0	0	0	3.485064082	0	0	0	0	0	3.244720692	0	0	0	0	0	3.654003958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.399819348	4.480775632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"d:Fungi(1.0000),p:Calcarisporiellomycota(0.9500),c:Calcarisporiellomycetes(0.9500),o:Calcarisporiellales(0.9500),f:Calcarisporiellaceae(0.9500),g:Calcarisporiella(0.9500),s:Calcarisporiella_thermophila_SH029325.07FU(0.7200)"	-	-	-	-	-	-	-	Unassigned	-
