OTU,PROTAX
OTU1198,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia_7847,Curvularia_inaequalis_267748"
OTU1286,"Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Auxarthron_468,Auxarthron_zuffianum_326848"
OTU1482,"Fungi,Ascomycota,unk"
OTU1620,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora_7677,unk"
OTU1641,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria_3951,unk"
OTU1670,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,unk"
OTU1692,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria_3951,unk"
OTU1719,"Fungi,Ascomycota,unk"
OTU1787,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota_17938,unk"
OTU1859,"Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Dothidea_1693,Dothidea_sambuci_163394"
OTU2045,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma_2933,unk"
OTU2989,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU1653,"Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Melampsoraceae,Melampsora_16205,unk"
OTU1721,"Fungi,Basidiomycota,unk"
OTU1754,"Fungi,Basidiomycota,unk"
OTU1837,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU1905,"Fungi,Ascomycota,unk"
OTU2640,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU3709,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium_7765,unk"
OTU509,"Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago_16391,unk"
OTU1705,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus_518436,Septoglomus_viscosum_550089"
OTU1853,"Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton_10292,unk"
OTU1884,"Fungi,Ascomycota,unk"
OTU1953,"Fungi,Basidiomycota,Agaricomycetes"
OTU1991,"Fungi,Basidiomycota,Agaricomycetes"
OTU2216,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU3550,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU3831,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,dummy_family_Paraphoma,Paraphoma_25835,unk"
OTU4753,"Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaete_17816,unk"
OTU4798,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU1790,"Fungi,Ascomycota,unk"
OTU1822,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella_5170,unk"
OTU1827,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,unk"
OTU1835,"Fungi,Ascomycota,unk"
OTU1959,"Fungi,Basidiomycota,unk"
OTU2024,"Fungi,Ascomycota,unk"
OTU4210,"Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia_8831,Malassezia_restricta_437921"
OTU4397,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU805,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Byssochlamys_702,Byssochlamys_spectabilis_512558"
OTU967,"Fungi,Zygomycota,dummy_class_Mortierellales,Mortierellales,Mortierellaceae,Mortierella_20345,unk"
OTU1636,"Fungi,Zygomycota,dummy_class_Kickxellales,Kickxellales,Kickxellaceae,Ramicandelaber_28497,unk"
OTU1661,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU1739,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU1821,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella_5170,unk"
OTU1849,"Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Arachniotus_291,unk"
OTU1868,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,unk"
OTU1916,"Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta_1209,unk"
OTU1927,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella_3344,unk"
OTU2034,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella_2553,unk"
OTU4222,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU4386,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma_813272,Vishniacozyma_carnescens_813274"
OTU585,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,Aspergillus_flavus_209842"
OTU1675,"Fungi,Basidiomycota,Agaricomycetes"
OTU1697,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria_2800,unk"
OTU1712,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora_7677,unk"
OTU1766,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia_9691,Ramularia_plurivora_808132"
OTU1828,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Montagnulaceae,Paraconiothyrium_500080,Paraconiothyrium_estuarinum_500081"
OTU1861,"Fungi,Ascomycota,unk"
OTU2018,"Fungi,Ascomycota,dummy_class_Arthrocladium,dummy_order_Arthrocladium,dummy_family_Arthrocladium,Arthrocladium_7220,unk"
OTU2441,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium_17260,unk"
OTU1623,"Fungi,Ascomycota,Dothideomycetes"
OTU1633,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus_17030,Agaricus_bisporus_531546"
OTU1654,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU1902,"Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina_5354,unk"
OTU2257,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU2343,"Fungi,Ascomycota,unk"
OTU4125,"Fungi,Zygomycota,dummy_class_Mortierellales,Mortierellales,Mortierellaceae,Mortierella_20345,unk"
OTU4165,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium_17260,unk"
OTU4193,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU4432,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota_17938,unk"
OTU1706,"Fungi,Zygomycota,dummy_class_Mucorales,Mucorales,Mucoraceae,Mucor_25484,unk"
OTU1792,"Fungi,Ascomycota,unk"
OTU1854,"Fungi,Ascomycota,Sordariomycetes,dummy_order_Glomerellaceae,Glomerellaceae,Colletotrichum_7737,unk"
OTU1860,"Fungi,Ascomycota,unk"
OTU1875,"Fungi,Ascomycota,Leotiomycetes,dummy_order_Scytalidium,dummy_family_Scytalidium,Scytalidium_9862,Scytalidium_circinatum_127803"
OTU1951,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Papiliotrema_28647,unk"
OTU3489,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_7106,Alternaria_chlamydosporigena_803694"
OTU1385,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,Aspergillus_versicolor_172159"
OTU1733,"Fungi,Basidiomycota,unk"
OTU1841,"Fungi,Ascomycota,unk"
OTU2219,"Fungi,Basidiomycota,unk"
OTU2348,"Fungi,Ascomycota,unk"
OTU2375,"Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora_28884,unk"
OTU2435,"Fungi,Ascomycota,unk"
OTU3776,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Kalaharituber_28933,unk"
OTU4225,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis_542894,unk"
OTU1376,"Fungi,Ascomycota,dummy_class_Phaeodactylium,dummy_order_Phaeodactylium,dummy_family_Phaeodactylium,Phaeodactylium_9299,unk"
OTU1686,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala_8233,unk"
OTU1690,"Fungi,Chytridiomycota,Chytridiomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis_20483,unk"
OTU1753,"Fungi,Basidiomycota,unk"
OTU1804,"Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Chrysosporium_7645,unk"
OTU1871,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,dummy_family_Myrothecium,Myrothecium_9049,unk"
OTU1887,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma_2933,unk"
OTU1891,"Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Chrysosporium_7645,Chrysosporium_lobatum_311108"
OTU1985,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Montagnulaceae,Montagnula_3265,unk"
OTU2055,"Fungi,Ascomycota,unk"
OTU2116,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU2337,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU4625,"Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia_8831,unk"
OTU141,"Fungi,Ascomycota,Dothideomycetes"
OTU1604,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia_815,unk"
OTU1807,"Fungi,Basidiomycota,unk"
OTU1858,"Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Pseudoarachniotus_4411,Pseudoarachniotus_trochleosporus_321480"
OTU1970,"Fungi,Ascomycota,unk"
OTU4271,"Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Corticium_17387,unk"
OTU1103,"Fungi,Zygomycota,unk"
OTU1390,"Fungi,Basidiomycota,unk"
OTU1688,"Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Tausonia_28378,unk"
OTU1805,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,Preussia_polymorpha_514042"
OTU2015,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota_17938,unk"
OTU2347,"Fungi,Basidiomycota,Agaricomycetes"
OTU2359,"Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Gloeosporium_8358,unk"
OTU2871,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus_346,unk"
OTU1756,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU1782,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis_542894,Funneliformis_mosseae_542895"
OTU1788,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis_17366,unk"
OTU1812,"Fungi,Ascomycota,unk"
OTU1813,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU1814,"Fungi,Ascomycota,Leotiomycetes,Helotiales,Arachnopezizaceae,Arachnopeziza_294,unk"
OTU1862,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiobolus_3591,unk"
OTU1960,"Fungi,Ascomycota,unk"
OTU2008,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,unk"
OTU2132,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius_18018,unk"
OTU2233,"Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Valsa_5702,Valsa_sordida_213059"
OTU2338,"Fungi,Ascomycota,unk"
OTU2819,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU1698,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_7106,unk"
OTU1898,"Fungi,Basidiomycota,Agaricomycetes"
OTU1900,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiobolus_3591,unk"
OTU1941,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria_2800,unk"
OTU1978,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU2042,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Diademaceae,Comoclathris_1198,unk"
OTU2229,"Fungi,Ascomycota,unk"
OTU2272,"Fungi,Basidiomycota,Agaricomycetes,Boletales,Gastrosporiaceae,Gastrosporium_19135,unk"
OTU3619,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU3972,"Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia_8831,Malassezia_restricta_437921"
OTU692,"Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta_9384,unk"
OTU1289,"Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta_1209,unk"
OTU1523,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis_542894,unk"
OTU1931,"Fungi,Basidiomycota,Cystobasidiomycetes"
OTU2036,"Fungi,Ascomycota,unk"
OTU2177,"Fungi,Ascomycota,unk"
OTU2376,"Fungi,Basidiomycota,Agaricomycetes"
OTU2671,"Fungi,Basidiomycota,unk"
OTU3542,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU4128,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU627,"Fungi,Ascomycota,Dothideomycetes,dummy_order_Septoriella,dummy_family_Septoriella,Septoriella_9895,unk"
OTU2028,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,dummy_family_Rachicladosporium,Rachicladosporium_504430,unk"
OTU2109,"Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Stictis_5236,unk"
OTU2142,"Fungi,Basidiomycota,Agaricomycetes"
OTU2204,"Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Wardomycopsis_10434,Wardomycopsis_inopinata_325544"
OTU1014,"Fungi,Ascomycota,unk"
OTU1708,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris_7375,unk"
OTU1794,"Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Uromyces_16382,unk"
OTU1838,"Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Tranzscheliella_16361,unk"
OTU1842,"Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia_8831,Malassezia_pachydermatis_253759"
OTU1896,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis_542894,unk"
OTU1908,"Fungi,Zygomycota,dummy_class_Mortierellales,Mortierellales,Mortierellaceae,Mortierella_20345,unk"
OTU2065,"Fungi,Ascomycota,Pezizomycetes,Pezizales,dummy_family_Oedocephalum,Oedocephalum_9138,unk"
OTU2069,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU2084,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU4387,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia_7847,unk"
OTU4770,"Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia_8831,Malassezia_restricta_437921"
OTU706,"Fungi,Zygomycota,dummy_class_Mucorales,Mucorales,Umbelopsidaceae,Umbelopsis_10350,unk"
OTU1720,"Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta_9384,unk"
OTU1796,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Sirobasidiaceae,Fibulobasidium_17586,unk"
OTU1942,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,dummy_family_Mycocentrospora,Mycocentrospora_9021,unk"
OTU2047,"Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta_9384,unk"
OTU2091,"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma_513456,Meyerozyma_guilliermondii_513463"
OTU2099,"Fungi,Ascomycota,Dothideomycetes,dummy_order_Septoriella,dummy_family_Septoriella,Septoriella_9895,unk"
OTU2106,"Fungi,Ascomycota,Sordariomycetes"
OTU2443,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora_3502,Neurospora_discreta_129208"
OTU42,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius_17391,unk"
OTU4381,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus_17364,unk"
OTU4440,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Kalaharituber_28933,unk"
OTU4754,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU1149,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus_11060,unk"
OTU1332,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus_18639,unk"
OTU1384,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Didymosphaeria_1562,unk"
OTU1897,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU1903,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Diademaceae,Comoclathris_1198,unk"
OTU1932,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria_5832,unk"
OTU1945,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Zopfiella_5876,unk"
OTU1949,"Fungi,Basidiomycota,unk"
OTU1952,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU1954,"Fungi,Ascomycota,unk"
OTU1983,"Fungi,Ascomycota,Sordariomycetes,dummy_order_Nigrospora,dummy_family_Nigrospora,Nigrospora_9124,Nigrospora_oryzae_253729"
OTU2012,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella_5170,unk"
OTU2052,"Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Auxarthron_468,unk"
OTU2113,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps_1240,unk"
OTU2203,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU2241,"Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria_5666,unk"
OTU2260,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU1535,"Fungi,Basidiomycota,Agaricomycetes"
OTU1879,"Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phlebiopsis_25478,unk"
OTU2017,"Fungi,Ascomycota,unk"
OTU2041,"Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Selenophoma_9869,unk"
OTU2043,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ampelomyces_7129,unk"
OTU2423,"Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Erythricium_17570,unk"
OTU2491,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus_17367,unk"
OTU4267,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU4367,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU4712,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU918,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU938,"Fungi,Ascomycota,unk"
OTU1184,"Fungi,Ascomycota,unk"
OTU1442,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Montagnulaceae,Deniquelata_800703,unk"
OTU1475,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus_542406,unk"
OTU1834,"Fungi,Ascomycota,dummy_class_Setophoma,dummy_order_Setophoma,dummy_family_Setophoma,Setophoma_514658,Setophoma_terrestris_514659"
OTU1987,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU2090,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia_5169,unk"
OTU2186,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Stigmina_10105,unk"
OTU2190,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria_2800,unk"
OTU2240,"Fungi,Basidiomycota,Agaricomycetes"
OTU3265,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia_815,unk"
OTU645,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU104,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella_18378,unk"
OTU1820,"Fungi,Basidiomycota,unk"
OTU1885,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU1977,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU1989,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU2016,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium_9257,Penicillium_chermesinum_260472"
OTU2031,"Fungi,Ascomycota,dummy_class_Knufia,dummy_order_Knufia,dummy_family_Knufia,Knufia_27605,unk"
OTU2098,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis_17366,unk"
OTU2151,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU2231,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU2284,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU2300,"Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago_16391,unk"
OTU2378,"Fungi,Zygomycota,unk"
OTU3316,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Eutypa_1950,unk"
OTU3477,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Eutypa_1950,unk"
OTU397,"Fungi,Ascomycota,unk"
OTU555,"Fungi,Ascomycota,Leotiomycetes,dummy_order_Myxotrichaceae,Myxotrichaceae,Oidiodendron_9141,unk"
OTU1869,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium_7765,unk"
OTU1917,"Fungi,Ascomycota,unk"
OTU1999,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU2197,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU2242,"Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora_18201,unk"
OTU2243,"Fungi,Basidiomycota,Agaricomycetes"
OTU2847,"Fungi,Ascomycota,unk"
OTU3900,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus_346,unk"
OTU4637,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_7106,unk"
OTU4679,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium_7765,unk"
OTU2070,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis_17366,unk"
OTU2105,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella_3344,unk"
OTU2112,"Fungi,Basidiomycota,Agaricomycetes"
OTU2141,"Fungi,Ascomycota,unk"
OTU2143,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU2238,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia_7847,unk"
OTU2319,"Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Sphaerobolus_19322,unk"
OTU2323,"Fungi,Basidiomycota,unk"
OTU2405,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta_814064,unk"
OTU4169,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU1947,"Fungi,Basidiomycota,unk"
OTU1962,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma_10282,unk"
OTU1988,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,dummy_family_Capnobotryella,Capnobotryella_11006,unk"
OTU2064,"Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Aplosporellaceae,Aplosporella_7191,Aplosporella_africana_518717"
OTU2081,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Didymosphaeria_1562,unk"
OTU2101,"Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia_25264,unk"
OTU2158,"Fungi,Basidiomycota,unk"
OTU2218,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU2246,"Fungi,Ascomycota,unk"
OTU2512,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU2598,"Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta_1209,unk"
OTU3455,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU3958,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus_11060,unk"
OTU4678,"Fungi,Ascomycota,Dothideomycetes"
